film_id,title,description,category,language,rating,release_year,rental_duration,actor,special_features,fulltext,length,rental_rate,replacement_cost
871,SWEDEN SHINING,A Taut Documentary of a Car And a Robot who must Conquer a Boy in The Canadian Rockies,Comedy,English             ,PG,2006,6,"{'Karl Berry', 'Kevin Bloom', 'Albert Johansson', 'Mary Tandy', 'Mary Keitel'}","{""Deleted Scenes"",""Behind the Scenes""}",'boy':16 'canadian':19 'car':8 'conquer':14 'documentari':5 'must':13 'robot':11 'rocki':20 'shine':2 'sweden':1 'taut':4,176,4.99,19.99
872,SWEET BROTHERHOOD,A Unbelieveable Epistle of a Sumo Wrestler And a Hunter who must Chase a Forensic Psychologist in A Baloon,Travel,English             ,R,2006,3,"{'River Dean', 'Milla Keitel', 'Meryl Allen', 'Olympia Pfeiffer', 'Jon Chase', 'Spencer Depp'}","{""Deleted Scenes""}",'baloon':21 'brotherhood':2 'chase':15 'epistl':5 'forens':17 'hunter':12 'must':14 'psychologist':18 'sumo':8 'sweet':1 'unbeliev':4 'wrestler':9,185,2.99,27.99
873,SWEETHEARTS SUSPECTS,A Brilliant Character Study of a Frisbee And a Sumo Wrestler who must Confront a Woman in The Gulf of Mexico,Children,English             ,G,2006,3,"{'Julia Mcqueen', 'Joe Swank', 'Jayne Nolte', 'Ben Willis', 'Helen Voight'}","{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",'brilliant':4 'charact':5 'confront':16 'frisbe':9 'gulf':21 'mexico':23 'must':15 'studi':6 'sumo':12 'suspect':2 'sweetheart':1 'woman':18 'wrestler':13,108,0.99,13.99
874,TADPOLE PARK,A Beautiful Tale of a Frisbee And a Moose who must Vanquish a Dog in An Abandoned Amusement Park,Classics,English             ,PG,2006,6,"{'Gene Willis', 'Adam Grant', 'Matthew Carrey', 'Greta Malden', 'Ellen Presley', 'Jeff Silverstone', 'Audrey Bailey', 'Helen Voight'}","{Trailers,Commentaries}","'abandon':19 'amus':20 'beauti':4 'dog':16 'frisbe':8 'moos':11 'must':13 'park':2,21 'tadpol':1 'tale':5 'vanquish':14",155,2.99,13.99
875,TALENTED HOMICIDE,A Lacklusture Panorama of a Dentist And a Forensic Psychologist who must Outrace a Pioneer in A U-Boat,Sports,English             ,PG,2006,6,"{'Burt Dukakis', 'Minnie Zellweger', 'Jane Jackman', 'Nick Stallone', 'Jada Ryder'}","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",'boat':22 'dentist':8 'forens':11 'homicid':2 'lacklustur':4 'must':14 'outrac':15 'panorama':5 'pioneer':17 'psychologist':12 'talent':1 'u':21 'u-boat':20,173,0.99,9.99
876,TARZAN VIDEOTAPE,A Fast-Paced Display of a Lumberjack And a Mad Scientist who must Succumb a Sumo Wrestler in The Sahara Desert,Horror,English             ,PG-13,2006,3,"{'Tom Miranda', 'Tom Mckellen', 'Laura Brody'}",{Trailers},'desert':24 'display':7 'fast':5 'fast-pac':4 'lumberjack':10 'mad':13 'must':16 'pace':6 'sahara':23 'scientist':14 'succumb':17 'sumo':19 'tarzan':1 'videotap':2 'wrestler':20,91,2.99,11.99
877,TAXI KICK,A Amazing Epistle of a Girl And a Woman who must Outrace a Waitress in Soviet Georgia,Music,English             ,PG-13,2006,4,"{'Mena Hopper', 'Bob Fawcett', 'Woody Jolie', 'Kenneth Paltrow', 'Spencer Depp', 'Albert Nolte'}","{Commentaries,""Deleted Scenes""}",'amaz':4 'epistl':5 'georgia':19 'girl':8 'kick':2 'must':13 'outrac':14 'soviet':18 'taxi':1 'waitress':16 'woman':11,64,0.99,23.99
878,TEEN APOLLO,A Awe-Inspiring Drama of a Dog And a Man who must Escape a Robot in A Shark Tank,Travel,English             ,G,2006,3,"{'River Dean', 'Milla Peck', 'Carmen Hunt', 'Greg Chaplin', 'Nick Stallone'}","{Trailers,""Deleted Scenes"",""Behind the Scenes""}",'apollo':2 'awe':5 'awe-inspir':4 'dog':10 'drama':7 'escap':16 'inspir':6 'man':13 'must':15 'robot':18 'shark':21 'tank':22 'teen':1,74,4.99,25.99
879,TELEGRAPH VOYAGE,A Fateful Yarn of a Husband And a Dog who must Battle a Waitress in A Jet Boat,Music,English             ,PG,2006,3,"{'Gina Degeneres', 'Vivien Basinger', 'Carmen Hunt', 'Thora Temple', 'Michael Bening', 'Lucille Dee', 'Woody Hoffman'}",{Commentaries},'battl':14 'boat':20 'dog':11 'fate':4 'husband':8 'jet':19 'must':13 'telegraph':1 'voyag':2 'waitress':16 'yarn':5,148,4.99,20.99
880,TELEMARK HEARTBREAKERS,A Action-Packed Panorama of a Technical Writer And a Man who must Build a Forensic Psychologist in A Manhattan Penthouse,Animation,English             ,PG-13,2006,6,"{'Julia Mcqueen', 'Karl Berry', 'Harvey Hope', 'Vivien Basinger', 'Sissy Sobieski', 'Jayne Nolte', 'Sean Guiness', 'Groucho Sinatra', 'Michael Bolger', 'Geoffrey Heston', 'Helen Voight'}","{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",'action':5 'action-pack':4 'build':17 'forens':19 'heartbreak':2 'man':14 'manhattan':23 'must':16 'pack':6 'panorama':7 'penthous':24 'psychologist':20 'technic':10 'telemark':1 'writer':11,152,2.99,9.99
881,TEMPLE ATTRACTION,A Action-Packed Saga of a Forensic Psychologist And a Woman who must Battle a Womanizer in Soviet Georgia,Horror,English             ,PG,2006,5,"{'Milla Peck', 'Christopher West', 'Kenneth Pesci', 'Jane Jackman', 'Groucho Dunst'}","{Commentaries,""Deleted Scenes""}","'action':5 'action-pack':4 'attract':2 'battl':17 'forens':10 'georgia':22 'must':16 'pack':6 'psychologist':11 'saga':7 'soviet':21 'templ':1 'woman':14,19",71,4.99,13.99
882,TENENBAUMS COMMAND,A Taut Display of a Pioneer And a Man who must Reach a Girl in The Gulf of Mexico,Drama,English             ,PG-13,2006,4,"{'Laurence Bullock', 'Richard Penn', 'Scarlett Bening', 'Cuba Birch', 'Michael Bolger'}","{Trailers,Commentaries}",'command':2 'display':5 'girl':16 'gulf':19 'man':11 'mexico':21 'must':13 'pioneer':8 'reach':14 'taut':4 'tenenbaum':1,99,0.99,24.99
883,TEQUILA PAST,A Action-Packed Panorama of a Mad Scientist And a Robot who must Challenge a Student in Nigeria,Children,English             ,PG,2006,6,"{'Chris Depp', 'Nick Stallone', 'Dan Torn'}","{Commentaries,""Behind the Scenes""}",'action':5 'action-pack':4 'challeng':17 'mad':10 'must':16 'nigeria':21 'pack':6 'panorama':7 'past':2 'robot':14 'scientist':11 'student':19 'tequila':1,53,4.99,17.99
884,TERMINATOR CLUB,A Touching Story of a Crocodile And a Girl who must Sink a Man in The Gulf of Mexico,Music,English             ,R,2006,5,"{'Liza Bergman', 'Humphrey Willis'}","{Trailers,""Deleted Scenes"",""Behind the Scenes""}",'club':2 'crocodil':8 'girl':11 'gulf':19 'man':16 'mexico':21 'must':13 'sink':14 'stori':5 'termin':1 'touch':4,88,4.99,11.99
885,TEXAS WATCH,A Awe-Inspiring Yarn of a Student And a Teacher who must Fight a Teacher in An Abandoned Amusement Park,Horror,English             ,NC-17,2006,7,"{'Jayne Silverstone', 'Liza Bergman', 'Sylvester Dern', 'Lucille Dee', 'Ian Tandy', 'Rip Crawford'}",{Trailers},"'abandon':21 'amus':22 'awe':5 'awe-inspir':4 'fight':16 'inspir':6 'must':15 'park':23 'student':10 'teacher':13,18 'texa':1 'watch':2 'yarn':7",179,0.99,22.99
886,THEORY MERMAID,A Fateful Yarn of a Composer And a Monkey who must Vanquish a Womanizer in The First Manned Space Station,Animation,English             ,PG-13,2006,5,"{'Mena Hopper', 'Fred Costner', 'Will Wilson', 'Cuba Olivier', 'Julia Fawcett', 'Mary Keitel'}","{""Deleted Scenes"",""Behind the Scenes""}",'compos':8 'fate':4 'first':19 'man':20 'mermaid':2 'monkey':11 'must':13 'space':21 'station':22 'theori':1 'vanquish':14 'woman':16 'yarn':5,184,0.99,9.99
887,THIEF PELICAN,A Touching Documentary of a Madman And a Mad Scientist who must Outrace a Feminist in An Abandoned Mine Shaft,Animation,English             ,PG-13,2006,5,"{'Warren Nolte', 'James Pitt', 'Renee Tracy', 'Harrison Bale', 'Kirsten Paltrow', 'Jayne Nolte', 'Johnny Cage'}","{""Deleted Scenes"",""Behind the Scenes""}",'abandon':20 'documentari':5 'feminist':17 'mad':11 'madman':8 'mine':21 'must':14 'outrac':15 'pelican':2 'scientist':12 'shaft':22 'thief':1 'touch':4,135,4.99,28.99
888,THIN SAGEBRUSH,A Emotional Drama of a Husband And a Lumberjack who must Build a Cat in Ancient India,Documentary,English             ,PG-13,2006,5,"{'Ralph Cruz', 'Zero Cage'}","{""Behind the Scenes""}",'ancient':18 'build':14 'cat':16 'drama':5 'emot':4 'husband':8 'india':19 'lumberjack':11 'must':13 'sagebrush':2 'thin':1,53,4.99,9.99
889,TIES HUNGER,A Insightful Saga of a Astronaut And a Explorer who must Pursue a Mad Scientist in A U-Boat,Children,English             ,R,2006,3,"{'Julia Mcqueen', 'Will Wilson', 'Kirsten Akroyd', 'Joe Swank', 'Jayne Nolte', 'Parker Goldberg'}","{""Deleted Scenes""}",'astronaut':8 'boat':22 'explor':11 'hunger':2 'insight':4 'mad':16 'must':13 'pursu':14 'saga':5 'scientist':17 'tie':1 'u':21 'u-boat':20,111,4.99,28.99
890,TIGHTS DAWN,A Thrilling Epistle of a Boat And a Secret Agent who must Face a Boy in A Baloon,Sports,English             ,R,2006,5,"{'Morgan Hopkins', 'Tom Miranda', 'Ian Tandy', 'Vivien Bergen', 'William Hackman'}","{Trailers,""Behind the Scenes""}",'agent':12 'baloon':20 'boat':8 'boy':17 'dawn':2 'epistl':5 'face':15 'must':14 'secret':11 'thrill':4 'tight':1,172,0.99,14.99
891,TIMBERLAND SKY,A Boring Display of a Man And a Dog who must Redeem a Girl in A U-Boat,Classics,English             ,G,2006,3,"{'Ben Harris', 'Gary Phoenix', 'Christopher West', 'Jude Cruise'}",{Commentaries},'boat':21 'bore':4 'display':5 'dog':11 'girl':16 'man':8 'must':13 'redeem':14 'sky':2 'timberland':1 'u':20 'u-boat':19,69,0.99,13.99
892,TITANIC BOONDOCK,A Brilliant Reflection of a Feminist And a Dog who must Fight a Boy in A Baloon Factory,Animation,English             ,R,2006,3,"{'Will Wilson', 'Warren Nolte', 'Penelope Cronyn', 'Olympia Pfeiffer', 'Dan Harris', 'Bette Nicholson', 'Matthew Carrey', 'Julianne Dench', 'Jayne Nolte', 'Ewan Gooding', 'Geoffrey Heston', 'Mary Keitel'}","{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",'baloon':19 'boondock':2 'boy':16 'brilliant':4 'dog':11 'factori':20 'feminist':8 'fight':14 'must':13 'reflect':5 'titan':1,104,4.99,18.99
893,TITANS JERK,A Unbelieveable Panorama of a Feminist And a Sumo Wrestler who must Challenge a Technical Writer in Ancient China,Sci-Fi,English             ,PG,2006,4,"{'Cameron Wray', 'Kim Allen', 'Dan Harris', 'Kirsten Paltrow', 'Sidney Crowe', 'Woody Jolie', 'Greg Chaplin'}","{""Behind the Scenes""}",'ancient':20 'challeng':15 'china':21 'feminist':8 'jerk':2 'must':14 'panorama':5 'sumo':11 'technic':17 'titan':1 'unbeliev':4 'wrestler':12 'writer':18,91,4.99,11.99
894,TOMATOES HELLFIGHTERS,A Thoughtful Epistle of a Madman And a Astronaut who must Overcome a Monkey in A Shark Tank,Travel,English             ,PG,2006,6,"{'Jodie Degeneres', 'Cameron Zellweger', 'Warren Nolte', 'Penelope Monroe', 'Vivien Basinger', 'Kenneth Hoffman', 'Richard Penn', 'Angela Witherspoon', 'Groucho Dunst'}","{""Behind the Scenes""}",'astronaut':11 'epistl':5 'hellfight':2 'madman':8 'monkey':16 'must':13 'overcom':14 'shark':19 'tank':20 'thought':4 'tomato':1,68,0.99,23.99
895,TOMORROW HUSTLER,A Thoughtful Story of a Moose And a Husband who must Face a Secret Agent in The Sahara Desert,Classics,English             ,R,2006,3,"{'Minnie Zellweger', 'Matthew Johansson', 'Gary Phoenix', 'Reese Kilmer', 'Matthew Leigh', 'Geoffrey Heston'}",{Commentaries},'agent':17 'desert':21 'face':14 'husband':11 'hustler':2 'moos':8 'must':13 'sahara':20 'secret':16 'stori':5 'thought':4 'tomorrow':1,142,2.99,21.99
896,TOOTSIE PILOT,A Awe-Inspiring Documentary of a Womanizer And a Pastry Chef who must Kill a Lumberjack in Berlin,Children,English             ,PG,2006,3,"{'Zero Cage', 'Gene Hopkins', 'Vivien Basinger', 'Nick Stallone', 'Cuba Birch'}","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",'awe':5 'awe-inspir':4 'berlin':21 'chef':14 'documentari':7 'inspir':6 'kill':17 'lumberjack':19 'must':16 'pastri':13 'pilot':2 'tootsi':1 'woman':10,157,0.99,10.99
897,TORQUE BOUND,A Emotional Display of a Crocodile And a Husband who must Reach a Man in Ancient Japan,Drama,English             ,G,2006,3,"{'Gene Hopkins', 'Kenneth Hoffman', 'Uma Wood', 'Adam Hopper', 'Natalie Hopkins'}","{Trailers,Commentaries}",'ancient':18 'bound':2 'crocodil':8 'display':5 'emot':4 'husband':11 'japan':19 'man':16 'must':13 'reach':14 'torqu':1,179,4.99,27.99
898,TOURIST PELICAN,A Boring Story of a Butler And a Astronaut who must Outrace a Pioneer in Australia,Sports,English             ,PG-13,2006,4,"{'Ben Harris', 'Penelope Monroe', 'Olympia Pfeiffer'}","{""Deleted Scenes""}",'astronaut':11 'australia':18 'bore':4 'butler':8 'must':13 'outrac':14 'pelican':2 'pioneer':16 'stori':5 'tourist':1,152,4.99,18.99
899,TOWERS HURRICANE,A Fateful Display of a Monkey And a Car who must Sink a Husband in A MySQL Convention,Classics,English             ,NC-17,2006,7,"{'Russell Temple', 'Cate Mcqueen', 'Adam Hopper', 'Cuba Birch'}","{Commentaries,""Behind the Scenes""}",'car':11 'convent':20 'display':5 'fate':4 'hurrican':2 'husband':16 'monkey':8 'must':13 'mysql':19 'sink':14 'tower':1,144,0.99,14.99
900,TOWN ARK,A Awe-Inspiring Documentary of a Moose And a Madman who must Meet a Dog in An Abandoned Mine Shaft,Foreign,English             ,R,2006,6,"{'Reese Kilmer', 'Warren Jackman', 'Val Bolger', 'Grace Mostel'}","{""Behind the Scenes""}",'abandon':21 'ark':2 'awe':5 'awe-inspir':4 'documentari':7 'dog':18 'inspir':6 'madman':13 'meet':16 'mine':22 'moos':10 'must':15 'shaft':23 'town':1,136,2.99,17.99
901,TRACY CIDER,A Touching Reflection of a Database Administrator And a Madman who must Build a Lumberjack in Nigeria,Animation,English             ,G,2006,3,"{'Reese Kilmer', 'Grace Mostel', 'Sean Guiness'}","{Trailers,Commentaries,""Behind the Scenes""}",'administr':9 'build':15 'cider':2 'databas':8 'lumberjack':17 'madman':12 'must':14 'nigeria':19 'reflect':5 'touch':4 'traci':1,142,0.99,29.99
902,TRADING PINOCCHIO,A Emotional Character Study of a Student And a Explorer who must Discover a Frisbee in The First Manned Space Station,Sports,English             ,PG,2006,6,"{'Milla Keitel', 'Nick Stallone', 'Bette Nicholson'}","{Trailers,""Deleted Scenes"",""Behind the Scenes""}",'charact':5 'discov':15 'emot':4 'explor':12 'first':20 'frisbe':17 'man':21 'must':14 'pinocchio':2 'space':22 'station':23 'student':9 'studi':6 'trade':1,170,4.99,22.99
903,TRAFFIC HOBBIT,A Amazing Epistle of a Squirrel And a Lumberjack who must Succumb a Database Administrator in A U-Boat,Travel,English             ,G,2006,5,"{'Daryl Wahlberg', 'Joe Swank', 'Olympia Pfeiffer', 'Matthew Leigh'}","{Trailers,Commentaries}",'administr':17 'amaz':4 'boat':22 'databas':16 'epistl':5 'hobbit':2 'lumberjack':11 'must':13 'squirrel':8 'succumb':14 'traffic':1 'u':21 'u-boat':20,139,4.99,13.99
904,TRAIN BUNCH,A Thrilling Character Study of a Robot And a Squirrel who must Face a Dog in Ancient India,Horror,English             ,R,2006,3,"{'Julia Mcqueen', 'Rip Crawford', 'Adam Hopper', 'Penelope Cronyn'}","{Trailers,""Deleted Scenes""}",'ancient':19 'bunch':2 'charact':5 'dog':17 'face':15 'india':20 'must':14 'robot':9 'squirrel':12 'studi':6 'thrill':4 'train':1,71,4.99,26.99
905,TRAINSPOTTING STRANGERS,A Fast-Paced Drama of a Pioneer And a Mad Cow who must Challenge a Madman in Ancient Japan,Comedy,English             ,PG-13,2006,7,"{'Gina Degeneres', 'Rita Reynolds', 'Greg Chaplin', 'Russell Temple'}",{Trailers},'ancient':21 'challeng':17 'cow':14 'drama':7 'fast':5 'fast-pac':4 'japan':22 'mad':13 'madman':19 'must':16 'pace':6 'pioneer':10 'stranger':2 'trainspot':1,132,4.99,10.99
906,TRAMP OTHERS,A Brilliant Display of a Composer And a Cat who must Succumb a A Shark in Ancient India,Comedy,English             ,PG,2006,4,"{'River Dean', 'Renee Ball', 'Sidney Crowe', 'Bela Walken', 'Rip Crawford', 'Jada Ryder'}","{""Deleted Scenes""}",'ancient':19 'brilliant':4 'cat':11 'compos':8 'display':5 'india':20 'must':13 'other':2 'shark':17 'succumb':14 'tramp':1,171,0.99,27.99
907,TRANSLATION SUMMER,A Touching Reflection of a Man And a Monkey who must Pursue a Womanizer in A MySQL Convention,Drama,English             ,PG-13,2006,4,"{'Tom Miranda', 'Matthew Carrey', 'Laura Brody'}",{Trailers},'convent':20 'man':8 'monkey':11 'must':13 'mysql':19 'pursu':14 'reflect':5 'summer':2 'touch':4 'translat':1 'woman':16,168,0.99,10.99
908,TRAP GUYS,A Unbelieveable Story of a Boy And a Mad Cow who must Challenge a Database Administrator in The Sahara Desert,Foreign,English             ,G,2006,3,"{'Humphrey Willis', 'Kenneth Pesci', 'Bela Walken', 'Woody Hoffman', 'Albert Nolte', 'Vivien Bergen', 'William Hackman'}","{Commentaries,""Behind the Scenes""}",'administr':18 'boy':8 'challeng':15 'cow':12 'databas':17 'desert':22 'guy':2 'mad':11 'must':14 'sahara':21 'stori':5 'trap':1 'unbeliev':4,110,4.99,11.99
909,TREASURE COMMAND,A Emotional Saga of a Car And a Madman who must Discover a Pioneer in California,Horror,English             ,PG-13,2006,3,"{'Mary Tandy', 'Albert Johansson', 'Ellen Presley', 'Spencer Depp', 'Oprah Kilmer', 'Cate Harris', 'Jennifer Davis'}","{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",'california':18 'car':8 'command':2 'discov':14 'emot':4 'madman':11 'must':13 'pioneer':16 'saga':5 'treasur':1,102,0.99,28.99
910,TREATMENT JEKYLL,A Boring Story of a Teacher And a Student who must Outgun a Cat in An Abandoned Mine Shaft,Drama,English             ,PG,2006,3,"{'Gene Mckellen', 'Sidney Crowe', 'Daryl Crawford', 'Grace Mostel', 'Scarlett Damon'}","{Trailers,""Deleted Scenes"",""Behind the Scenes""}",'abandon':19 'bore':4 'cat':16 'jekyl':2 'mine':20 'must':13 'outgun':14 'shaft':21 'stori':5 'student':11 'teacher':8 'treatment':1,87,0.99,19.99
911,TRIP NEWTON,A Fanciful Character Study of a Lumberjack And a Car who must Discover a Cat in An Abandoned Amusement Park,Action,English             ,PG-13,2006,7,"{'Woody Jolie', 'Penelope Monroe', 'Kevin Garland', 'Matthew Carrey'}","{Commentaries,""Deleted Scenes""}",'abandon':20 'amus':21 'car':12 'cat':17 'charact':5 'discov':15 'fanci':4 'lumberjack':9 'must':14 'newton':2 'park':22 'studi':6 'trip':1,64,4.99,14.99
912,TROJAN TOMORROW,A Astounding Panorama of a Husband And a Sumo Wrestler who must Pursue a Boat in Ancient India,Sci-Fi,English             ,PG,2006,3,"{'Elvis Marx', 'Jodie Degeneres', 'Thora Temple', 'Susan Davis', 'Cate Mcqueen', 'Angelina Astaire', 'Chris Bridges', 'Matthew Leigh'}","{Commentaries,""Deleted Scenes""}",'ancient':19 'astound':4 'boat':17 'husband':8 'india':20 'must':14 'panorama':5 'pursu':15 'sumo':11 'tomorrow':2 'trojan':1 'wrestler':12,52,2.99,9.99
913,TROOPERS METAL,A Fanciful Drama of a Monkey And a Feminist who must Sink a Man in Berlin,New,English             ,R,2006,3,"{'Penelope Pinkett', 'Morgan Mcdormand', 'Greta Malden', 'Julia Barrymore', 'Russell Temple'}","{""Deleted Scenes"",""Behind the Scenes""}",'berlin':18 'drama':5 'fanci':4 'feminist':11 'man':16 'metal':2 'monkey':8 'must':13 'sink':14 'trooper':1,115,0.99,20.99
914,TROUBLE DATE,A Lacklusture Panorama of a Forensic Psychologist And a Woman who must Kill a Explorer in Ancient Japan,Travel,English             ,PG,2006,6,"{'Gregory Gooding', 'Renee Ball', 'Kevin Bloom', 'Kenneth Paltrow', 'Russell Close', 'Christian Gable', 'Judy Dean', 'Jada Ryder'}","{Trailers,Commentaries,""Behind the Scenes""}",'ancient':19 'date':2 'explor':17 'forens':8 'japan':20 'kill':15 'lacklustur':4 'must':14 'panorama':5 'psychologist':9 'troubl':1 'woman':12,61,2.99,13.99
915,TRUMAN CRAZY,A Thrilling Epistle of a Moose And a Boy who must Meet a Database Administrator in A Monastery,Action,English             ,G,2006,7,"{'Jessica Bailey', 'Burt Dukakis', 'Gene Hopkins', 'Carmen Hunt', 'Mary Tandy', 'Sidney Crowe'}","{Trailers,Commentaries}",'administr':17 'boy':11 'crazi':2 'databas':16 'epistl':5 'meet':14 'monasteri':20 'moos':8 'must':13 'thrill':4 'truman':1,92,4.99,9.99
916,TURN STAR,A Stunning Tale of a Man And a Monkey who must Chase a Student in New Orleans,Animation,English             ,G,2006,3,"{'Mae Hoffman', 'Ellen Presley', 'Reese West'}","{Commentaries,""Behind the Scenes""}",'chase':14 'man':8 'monkey':11 'must':13 'new':18 'orlean':19 'star':2 'student':16 'stun':4 'tale':5 'turn':1,80,2.99,10.99
